時間戳記	lux1	lux2	led	dilution factor
2020/4/21 上午 9:58:05	4555.22	5964.62	84	1.5^9X
2020/4/21 上午 9:58:06	4558.72	5992.96	84	1.5^9X
2020/4/21 上午 9:58:07	4600.44	6048.06	84	1.5^9X
2020/4/21 上午 9:58:08	4592.99	6030.19	84	1.5^9X
2020/4/21 上午 9:58:09	4601.92	6045.1	86	1.5^9X
2020/4/21 上午 9:58:10	4693.37	6153.38	86	1.5^9X
2020/4/21 上午 9:58:11	4717.22	6182.16	86	1.5^9X
2020/4/21 上午 9:58:12	4706.75	6183.64	87	1.5^9X
2020/4/21 上午 9:58:13	4730.6	6256.67	87	1.5^9X
2020/4/21 上午 9:58:14	4773.31	6264.12	88	1.5^9X
2020/4/21 上午 9:58:15	4825.99	6336.16	89	1.5^9X
2020/4/21 上午 9:58:16	4861.29	6337.15	89	1.5^9X
2020/4/21 上午 9:58:17	4872.7	6376.9	89	1.5^9X
2020/4/21 上午 9:58:18	4874.67	6409.14	90	1.5^9X
2020/4/21 上午 9:58:19	4927.36	6477.72	91	1.5^9X
2020/4/21 上午 9:58:20	4992.93	6537.32	91	1.5^9X
2020/4/21 上午 9:58:21	4982.01	6520.43	92	1.5^9X
2020/4/21 上午 9:58:22	5034.65	6564.13	92	1.5^9X
2020/4/21 上午 9:58:23	5036.13	6626.19	93	1.5^9X
2020/4/21 上午 9:58:24	5098.24	6696.75	93	1.5^9X
2020/4/21 上午 9:58:25	5097.26	6684.8	94	1.5^9X
2020/4/21 上午 9:58:26	5151.92	6758.32	94	1.5^9X
2020/4/21 上午 9:58:27	5141.5	6750.86	94	1.5^9X
2020/4/21 上午 9:58:28	5153.89	6771.25	95	1.5^9X
2020/4/21 上午 9:58:29	5199.12	6818.46	96	1.5^9X
2020/4/21 上午 9:58:30	5206.08	6816.48	96	1.5^9X
2020/4/21 上午 9:58:31	5265.68	6877.12	96	1.5^9X
2020/4/21 上午 9:58:32	5266.17	6911.28	96	1.5^9X
2020/4/21 上午 9:58:33	5255.26	6912.81	97	1.5^9X
2020/4/21 上午 9:58:34	5270.66	6939.13	97	1.5^9X
2020/4/21 上午 9:58:35	5315.35	6973.39	98	1.5^9X
2020/4/21 上午 9:58:36	5369.02	7058.81	99	1.5^9X
2020/4/21 上午 9:58:37	5417.21	7123.89	99	1.5^9X
2020/4/21 上午 9:58:38	5429.6	7127.84	99	1.5^9X
2020/4/21 上午 9:58:40	5418.2	7122.41	100	1.5^9X
2020/4/21 上午 9:58:41	5434.1	7136.77	101	1.5^9X
2020/4/21 上午 9:58:42	5503.12	7205.85	101	1.5^9X
2020/4/21 上午 9:58:42	5538.92	7272.41	102	1.5^9X
2020/4/21 上午 9:58:44	5564.25	7278.38	102	1.5^9X
2020/4/21 上午 9:58:45	5587.11	7326.52	103	1.5^9X
2020/4/21 上午 9:58:46	5640.78	7401.03	104	1.5^9X
2020/4/21 上午 9:58:47	5650.7	7458.65	104	1.5^9X
2020/4/21 上午 9:58:48	5689.46	7462.16	104	1.5^9X
2020/4/21 上午 9:58:49	5703.83	7481.02	105	1.5^9X
2020/4/21 上午 9:58:50	5745.6	7558.48	106	1.5^9X
2020/4/21 上午 9:58:51	5745.6	7560.95	106	1.5^9X
2020/4/21 上午 9:58:52	5801.25	7630.96	107	1.5^9X
2020/4/21 上午 9:58:53	5837	7665.78	107	1.5^9X
2020/4/21 上午 9:58:54	5863.31	7699.06	107	1.5^9X
2020/4/21 上午 9:58:55	5849.44	7658.32	108	1.5^9X
2020/4/21 上午 9:58:56	5867.31	7767.59	108	1.5^9X
2020/4/21 上午 9:58:57	5913.03	7778.5	109	1.5^9X
2020/4/21 上午 9:58:58	5924.93	7848.01	109	1.5^9X
2020/4/21 上午 9:58:59	5978.61	7842.09	109	1.5^9X
2020/4/21 上午 9:59:00	5978.11	7844.56	110	1.5^9X
2020/4/21 上午 9:59:01	6001.96	7869.4	110	1.5^9X
2020/4/21 上午 9:59:02	6019.34	7926.52	111	1.5^9X
2020/4/21 上午 9:59:03	6065.51	7912.1	111	1.5^9X
2020/4/21 上午 9:59:04	6084.42	7984.64	112	1.5^9X
2020/4/21 上午 9:59:05	6123.18	8003	112	1.5^9X
2020/4/21 上午 9:59:06	6136.06	8072.03	112	1.5^9X
2020/4/21 上午 9:59:07	6125.65	8058.16	112	1.5^9X
2020/4/21 上午 9:59:08	6130.14	8053.17	113	1.5^9X
2020/4/21 上午 9:59:09	6177.29	8100.87	113	1.5^9X
2020/4/21 上午 9:59:10	6195.71	8140.56	114	1.5^9X
2020/4/21 上午 9:59:11	6208.6	8159.47	114	1.5^9X
2020/4/21 上午 9:59:12	6236.94	8196.21	114	1.5^9X
2020/4/21 上午 9:59:13	6234.96	8173.84	115	1.5^9X
2020/4/21 上午 9:59:14	6247.36	8211.12	115	1.5^9X
2020/4/21 上午 9:59:15	6294.56	8283.1	116	1.5^9X
2020/4/21 上午 9:59:16	6297.03	8319.89	117	1.5^9X
2020/4/21 上午 9:59:17	6407.33	8415.23	117	1.5^9X
2020/4/21 上午 9:59:18	6406.34	8415.73	117	1.5^9X
2020/4/21 上午 9:59:19	6409.8	8385.52	118	1.5^9X
2020/4/21 上午 9:59:20	6464.95	8467.92	118	1.5^9X
2020/4/21 上午 9:59:21	6458.48	8478.83	119	1.5^9X
2020/4/21 上午 9:59:22	6512.16	8560.79	119	1.5^9X
2020/4/21 上午 9:59:24	6508.7	8534.48	119	1.5^9X
2020/4/21 上午 9:59:24	6523.07	8567.7	120	1.5^9X
2020/4/21 上午 9:59:25	6557.88	8618.91	121	1.5^9X
2020/4/21 上午 9:59:26	6564.34	8684.42	121	1.5^9X
2020/4/21 上午 9:59:27	6630.9	8691.93	122	1.5^9X
2020/4/21 上午 9:59:28	6629.42	8727.19	122	1.5^9X
2020/4/21 上午 9:59:29	6676.13	8787.27	122	1.5^9X
2020/4/21 上午 9:59:31	6675.09	8748.51	122	1.5^9X
2020/4/21 上午 9:59:32	6683.54	8767.87	123	1.5^9X
2020/4/21 上午 9:59:33	6732.76	8845.39	124	1.5^9X
2020/4/21 上午 9:59:34	6763.03	8860.25	124	1.5^9X
2020/4/21 上午 9:59:35	6791.87	8930.81	124	1.5^9X
2020/4/21 上午 9:59:36	6783.92	8918.36	125	1.5^9X
2020/4/21 上午 9:59:37	6783.92	8905.97	125	1.5^9X
2020/4/21 上午 9:59:38	6848.5	8987.44	126	1.5^9X
2020/4/21 上午 9:59:39	6850.97	9001.31	126	1.5^9X
2020/4/21 上午 9:59:40	6893.23	9074.34	127	1.5^9X
2020/4/21 上午 9:59:41	6945.87	9135.41	127	1.5^9X
2020/4/21 上午 9:59:42	6945.37	9108.11	127	1.5^9X
2020/4/21 上午 9:59:43	6959.79	9146.87	128	1.5^9X
2020/4/21 上午 9:59:44	6959.3	9183.6	128	1.5^9X
2020/4/21 上午 9:59:45	7001.02	9209.43	129	1.5^9X
2020/4/21 上午 9:59:46	7055.68	9278.45	130	1.5^9X
2020/4/21 上午 9:59:47	7069.6	9311.24	130	1.5^9X
2020/4/21 上午 9:59:48	7117.74	9362.88	130	1.5^9X
2020/4/21 上午 9:59:49	7098.39	9336.07	130	1.5^9X
2020/4/21 上午 9:59:50	7114.29	9351.97	131	1.5^9X
2020/4/21 上午 9:59:51	7125.2	9371.32	131	1.5^9X
2020/4/21 上午 9:59:52	7165.98	9428.94	132	1.5^9X
2020/4/21 上午 9:59:53	7200.25	9467.21	132	1.5^9X
2020/4/21 上午 9:59:54	7228.54	9501.48	132	1.5^9X
2020/4/21 上午 9:59:55	7203.21	9473.19	133	1.5^9X
2020/4/21 上午 9:59:56	7216.64	9495.5	133	1.5^9X
2020/4/21 上午 9:59:57	7286.7	9574.5	134	1.5^9X
2020/4/21 上午 9:59:58	7288.19	9604.27	134	1.5^9X
2020/4/21 上午 9:59:59	7326.45	9651.48	135	1.5^9X
2020/4/21 上午 10:00:00	7382.54	9718.53	135	1.5^9X
2020/4/21 上午 10:00:01	7394.99	9713.05	135	1.5^9X
2020/4/21 上午 10:00:02	7378.1	9687.22	136	1.5^9X
2020/4/21 上午 10:00:03	7392.52	9725.49	136	1.5^9X
2020/4/21 上午 10:00:04	7439.22	9786.07	137	1.5^9X
2020/4/21 上午 10:00:05	7460.56	9769.68	137	1.5^9X
2020/4/21 上午 10:00:06	7496.35	9852.63	137	1.5^9X
2020/4/21 上午 10:00:07	7495.36	9869.02	137	1.5^9X
2020/4/21 上午 10:00:08	7498.33	9868.53	138	1.5^9X
2020/4/21 上午 10:00:09	7553.48	9939.53	138	1.5^9X
2020/4/21 上午 10:00:10	7547.51	9929.11	139	1.5^9X
2020/4/21 上午 10:00:11	7599.65	10000.11	140	1.5^9X
2020/4/21 上午 10:00:12	7615.05	10014.03	140	1.5^9X
2020/4/21 上午 10:00:13	7666.75	10043.37	140	1.5^9X
2020/4/21 上午 10:00:14	7650.85	10032.95	141	1.5^9X
2020/4/21 上午 10:00:15	7705.01	10137.72	141	1.5^9X
2020/4/21 上午 10:00:16	7721.9	10155.59	142	1.5^9X
2020/4/21 上午 10:00:17	7725.85	10183.39	142	1.5^9X
2020/4/21 上午 10:00:18	7762.63	10218.7	142	1.5^9X
2020/4/21 上午 10:00:19	7763.62	10207.73	143	1.5^9X
2020/4/21 上午 10:00:20	7781	10232.57	143	1.5^9X
2020/4/21 上午 10:00:21	7828.2	10299.12	144	1.5^9X
2020/4/21 上午 10:00:22	7843.61	10333.39	144	1.5^9X
2020/4/21 上午 10:00:23	7876.39	10362.23	145	1.5^9X
2020/4/21 上午 10:00:24	7905.23	10384.54	145	1.5^9X
2020/4/21 上午 10:00:25	7933.52	10439.7	145	1.5^9X
2020/4/21 上午 10:00:26	7916.14	10412.89	145	1.5^9X
2020/4/21 上午 10:00:27	7934.02	10436.19	146	1.5^9X
2020/4/21 上午 10:00:28	7953.37	10437.23	146	1.5^9X
2020/4/21 上午 10:00:29	7981.71	10499.78	147	1.5^9X
2020/4/21 上午 10:00:30	8027.43	10515.68	147	1.5^9X
2020/4/21 上午 10:00:31	8047.78	10571.82	147	1.5^9X
2020/4/21 上午 10:00:32	8049.26	10580.27	147	1.5^9X
2020/4/21 上午 10:00:33	8032.86	10577.74	148	1.5^9X
2020/4/21 上午 10:00:34	8032.86	10579.72	148	1.5^9X
2020/4/21 上午 10:00:35	8101.45	10655.76	149	1.5^9X
2020/4/21 上午 10:00:36	8100.95	10653.73	149	1.5^9X
2020/4/21 上午 10:00:37	8145.14	10726.26	150	1.5^9X
2020/4/21 上午 10:00:38	8145.64	10724.78	150	1.5^9X
2020/4/21 上午 10:00:39	8210.22	10801.27	150	1.5^9X
2020/4/21 上午 10:00:40	8209.73	10804.23	150	1.5^9X
2020/4/21 上午 10:00:41	8201.78	10796.77	150	1.5^9X
2020/4/21 上午 10:00:42	8202.27	10796.77	150	1.5^9X
2020/4/21 上午 10:02:03	8206.27	10803.73	150	1.5^10X
2020/4/21 上午 10:02:03	7507.69	12604.67	150	1.5^10X
2020/4/21 上午 10:02:05	7523.1	12644.36	150	1.5^10X
2020/4/21 上午 10:02:05	6054.93	10257.95	0	1.5^10X
2020/4/21 上午 10:02:07	312	0	0	1.5^10X
2020/4/21 上午 10:02:08	0	0	0	1.5^10X
2020/4/21 上午 10:02:09	0	0	0	1.5^10X
2020/4/21 上午 10:02:10	0	0	0	1.5^10X
2020/4/21 上午 10:02:11	0	0	0	1.5^10X
2020/4/21 上午 10:02:12	0	0	1	1.5^10X
2020/4/21 上午 10:02:13	46.71	78.45	1	1.5^10X
2020/4/21 上午 10:02:14	46.71	77.96	1	1.5^10X
2020/4/21 上午 10:02:15	46.71	77.96	1	1.5^10X
2020/4/21 上午 10:02:16	46.71	78.45	1	1.5^10X
2020/4/21 上午 10:02:17	48.19	99.34	2	1.5^10X
2020/4/21 上午 10:02:19	96.87	161.4	2	1.5^10X
2020/4/21 上午 10:02:18	96.87	161.9	2	1.5^10X
2020/4/21 上午 10:02:20	96.38	161.4	2	1.5^10X
2020/4/21 上午 10:02:21	96.38	161.4	2	1.5^10X
2020/4/21 上午 10:02:22	96.87	161.9	2	1.5^10X
2020/4/21 上午 10:02:23	96.87	161.4	3	1.5^10X
2020/4/21 上午 10:02:24	147.04	244.85	3	1.5^10X
2020/4/21 上午 10:02:25	147.04	245.34	4	1.5^10X
2020/4/21 上午 10:02:26	196.27	299.51	4	1.5^10X
2020/4/21 上午 10:02:27	196.76	329.28	5	1.5^10X
2020/4/21 上午 10:02:28	247.42	398.3	5	1.5^10X
2020/4/21 上午 10:02:29	247.42	412.72	5	1.5^10X
2020/4/21 上午 10:02:30	246.43	412.72	5	1.5^10X
2020/4/21 上午 10:02:31	246.93	412.72	6	1.5^10X
2020/4/21 上午 10:02:32	296.6	496.16	6	1.5^10X
2020/4/21 上午 10:02:33	297.58	496.66	7	1.5^10X
2020/4/21 上午 10:02:34	340.84	576.1	7	1.5^10X
2020/4/21 上午 10:02:35	346.81	579.11	7	1.5^10X
2020/4/21 上午 10:02:36	346.32	579.11	7	1.5^10X
2020/4/21 上午 10:02:37	346.81	580.6	8	1.5^10X
2020/4/21 上午 10:02:38	397.47	664.53	8	1.5^10X
2020/4/21 上午 10:02:39	398.46	662.56	9	1.5^10X
2020/4/21 上午 10:02:40	449.12	746.5	9	1.5^10X
2020/4/21 上午 10:02:41	448.13	748.47	10	1.5^10X
2020/4/21 上午 10:02:42	497.85	831.91	10	1.5^10X
2020/4/21 上午 10:02:43	497.85	831.91	10	1.5^10X
2020/4/21 上午 10:02:44	498.84	831.91	11	1.5^10X
2020/4/21 上午 10:02:45	548.01	906.36	12	1.5^10X
2020/4/21 上午 10:02:46	583.27	996.28	12	1.5^10X
2020/4/21 上午 10:02:47	599.66	999.29	12	1.5^10X
2020/4/21 上午 10:02:48	598.18	998.8	13	1.5^10X
2020/4/21 上午 10:02:49	639.41	1068.81	13	1.5^10X
2020/4/21 上午 10:02:50	649.88	1080.71	14	1.5^10X
2020/4/21 上午 10:02:51	698.56	1163.66	14	1.5^10X
2020/4/21 上午 10:02:52	698.56	1167.11	15	1.5^10X
2020/4/21 上午 10:02:53	751.19	1251.05	15	1.5^10X
2020/4/21 上午 10:02:54	751.19	1247.59	15	1.5^10X
2020/4/21 上午 10:02:55	749.22	1247.59	16	1.5^10X
2020/4/21 上午 10:02:56	797.41	1297.27	16	1.5^10X
2020/4/21 上午 10:02:57	799.39	1334.49	17	1.5^10X
2020/4/21 上午 10:02:58	839.67	1418.43	17	1.5^10X
2020/4/21 上午 10:02:59	851.57	1414.48	17	1.5^10X
2020/4/21 上午 10:03:00	849.1	1414.48	18	1.5^10X
2020/4/21 上午 10:03:01	849.1	1418.43	18	1.5^10X
2020/4/21 上午 10:03:02	900.75	1502.36	19	1.5^10X
2020/4/21 上午 10:03:03	920.65	1545.57	19	1.5^10X
2020/4/21 上午 10:03:04	951.46	1585.81	20	1.5^10X
2020/4/21 上午 10:03:05	981.73	1633.51	20	1.5^10X
2020/4/21 上午 10:03:06	999.16	1669.25	20	1.5^10X
2020/4/21 上午 10:03:07	999.65	1669.25	21	1.5^10X
2020/4/21 上午 10:03:08	1052.78	1752.7	22	1.5^10X
2020/4/21 上午 10:03:09	1052.78	1774.57	22	1.5^10X
2020/4/21 上午 10:03:10	1100.47	1835.15	22	1.5^10X
2020/4/21 上午 10:03:11	1100.47	1836.14	22	1.5^10X
2020/4/21 上午 10:03:12	1102.99	1836.14	23	1.5^10X
2020/4/21 上午 10:03:13	1112.92	1887.29	23	1.5^10X
2020/4/21 上午 10:03:14	1150.69	1915.58	24	1.5^10X
2020/4/21 上午 10:03:15	1194.39	2000.5	24	1.5^10X
2020/4/21 上午 10:03:16	1204.31	2004.01	25	1.5^10X
2020/4/21 上午 10:03:17	1253.98	2087.95	25	1.5^10X
2020/4/21 上午 10:03:18	1250.53	2084.44	25	1.5^10X
2020/4/21 上午 10:03:19	1251.51	2082.96	26	1.5^10X
2020/4/21 上午 10:03:20	1286.32	2130.16	26	1.5^10X
2020/4/21 上午 10:03:21	1304.69	2171.39	27	1.5^10X
2020/4/21 上午 10:03:22	1319.6	2255.33	27	1.5^10X
2020/4/21 上午 10:03:23	1355.84	2262.79	28	1.5^10X
2020/4/21 上午 10:03:25	1403.05	2339.27	28	1.5^10X
2020/4/21 上午 10:03:26	1402.55	2339.76	28	1.5^10X
2020/4/21 上午 10:03:27	1405.56	2338.72	28	1.5^10X
2020/4/21 上午 10:03:28	1405.56	2334.28	29	1.5^10X
2020/4/21 上午 10:03:29	1452.72	2417.23	29	1.5^10X
2020/4/21 上午 10:03:30	1452.72	2423.15	30	1.5^10X
2020/4/21 上午 10:03:31	1505.89	2506.1	30	1.5^10X
2020/4/21 上午 10:03:32	1506.39	2503.14	30	1.5^10X
2020/4/21 上午 10:03:33	1499.92	2492.72	30	1.5^10X
2020/4/21 上午 10:03:34	1502.44	2506.1	31	1.5^10X
2020/4/21 上午 10:03:35	1556.55	2586.58	31	1.5^10X
2020/4/21 上午 10:03:36	1557.09	2590.03	32	1.5^10X
2020/4/21 上午 10:03:37	1601.78	2651.16	32	1.5^10X
2020/4/21 上午 10:03:38	1603.76	2672.98	32	1.5^10X
2020/4/21 上午 10:03:39	1647.01	2709.72	33	1.5^10X
2020/4/21 上午 10:03:40	1657.92	2758.89	33	1.5^10X
2020/4/21 上午 10:03:41	1651.5	2758.4	33	1.5^10X
2020/4/21 上午 10:03:42	1655.45	2757.91	33	1.5^10X
2020/4/21 上午 10:03:43	1681.77	2754.45	34	1.5^10X
2020/4/21 上午 10:03:44	1705.12	2841.35	34	1.5^10X
2020/4/21 上午 10:03:45	1742.4	2841.35	35	1.5^10X
2020/4/21 上午 10:03:46	1758.79	2924.8	35	1.5^10X
2020/4/21 上午 10:03:47	1758.79	2917.83	35	1.5^10X
2020/4/21 上午 10:03:48	1754.3	2920.3	35	1.5^10X
2020/4/21 上午 10:03:49	1754.8	2925.29	36	1.5^10X
2020/4/21 上午 10:03:50	1808.96	3008.73	36	1.5^10X
2020/4/21 上午 10:03:51	1809.95	3077.26	37	1.5^10X
2020/4/21 上午 10:03:52	1854.68	3084.72	37	1.5^10X
2020/4/21 上午 10:03:53	1857.64	3145.79	38	1.5^10X
2020/4/21 上午 10:03:54	1909.83	3177.1	38	1.5^10X
2020/4/21 上午 10:03:55	1910.33	3168.16	38	1.5^10X
2020/4/21 上午 10:03:56	1905.83	3171.12	38	1.5^10X
2020/4/21 上午 10:03:57	1905.83	3170.14	39	1.5^10X
2020/4/21 上午 10:03:58	1960.99	3261.53	39	1.5^10X
2020/4/21 上午 10:03:59	1960.99	3261.53	40	1.5^10X
2020/4/21 上午 10:04:00	1992.78	3340.97	40	1.5^10X
2020/4/21 上午 10:04:01	2006.21	3343.99	40	1.5^10X
2020/4/21 上午 10:04:02	2010.7	3340.97	40	1.5^10X
2020/4/21 上午 10:04:03	2010.7	3342.51	41	1.5^10X
2020/4/21 上午 10:04:04	2056.38	3426.94	41	1.5^10X
2020/4/21 上午 10:04:05	2056.38	3427.92	42	1.5^10X
2020/4/21 上午 10:04:06	2112.02	3511.37	42	1.5^10X
2020/4/21 上午 10:04:07	2112.02	3502.92	43	1.5^10X
2020/4/21 上午 10:04:08	2156.76	3590.31	43	1.5^10X
2020/4/21 上午 10:04:09	2152.27	3590.81	43	1.5^10X
2020/4/21 上午 10:04:10	2175.62	3595.3	44	1.5^10X
2020/4/21 上午 10:04:11	2212.4	3679.24	44	1.5^10X
2020/4/21 上午 10:04:12	2212.4	3687.13	45	1.5^10X
2020/4/21 上午 10:04:13	2257.14	3754.73	45	1.5^10X
2020/4/21 上午 10:04:14	2254.62	3752.21	45	1.5^10X
2020/4/21 上午 10:04:15	2262.57	3763.18	46	1.5^10X
2020/4/21 上午 10:04:16	2271.01	3779.57	46	1.5^10X
2020/4/21 上午 10:04:17	2308.78	3837.63	47	1.5^10X
2020/4/21 上午 10:04:18	2314.26	3855.01	47	1.5^10X
2020/4/21 上午 10:04:19	2361.47	3931.54	48	1.5^10X
2020/4/21 上午 10:04:20	2375.84	3940.97	48	1.5^10X
2020/4/21 上午 10:04:21	2405.66	3999.09	48	1.5^10X
2020/4/21 上午 10:04:22	2411.14	4007.04	48	1.5^10X
2020/4/21 上午 10:04:23	2410.64	4015.92	48	1.5^10X
2020/4/21 上午 10:04:24	2410.64	4033.35	49	1.5^10X
2020/4/21 上午 10:04:25	2463.77	4099.86	49	1.5^10X
2020/4/21 上午 10:04:26	2463.28	4118.77	50	1.5^10X
2020/4/21 上午 10:04:27	2509.99	4173.38	50	1.5^10X
2020/4/21 上午 10:04:28	2509.99	4176.89	50	1.5^10X
2020/4/21 上午 10:04:29	2514.48	4181.82	51	1.5^10X
2020/4/21 上午 10:04:30	2533.34	4226.01	51	1.5^10X
2020/4/21 上午 10:04:31	2588.49	4254.85	52	1.5^10X
2020/4/21 上午 10:04:32	2609.38	4338.78	52	1.5^10X
2020/4/21 上午 10:04:33	2615.85	4338.78	53	1.5^10X
2020/4/21 上午 10:04:34	2642.66	4385.93	53	1.5^10X
2020/4/21 上午 10:04:35	2660.04	4433.63	53	1.5^10X
2020/4/21 上午 10:04:36	2654.07	4414.77	53	1.5^10X
2020/4/21 上午 10:04:37	2659.55	4422.72	54	1.5^10X
2020/4/21 上午 10:04:38	2680.43	4434.62	54	1.5^10X
2020/4/21 上午 10:04:39	2716.67	4517.07	55	1.5^10X
2020/4/21 上午 10:04:40	2733.07	4517.57	55	1.5^10X
2020/4/21 上午 10:04:41	2760.42	4597.5	55	1.5^10X
2020/4/21 上午 10:04:42	2769.36	4622.34	56	1.5^10X
2020/4/21 上午 10:04:43	2817.55	4684.95	56	1.5^10X
2020/4/21 上午 10:04:44	2811.08	4685.44	56	1.5^10X
2020/4/21 上午 10:04:45	2807.62	4675.52	56	1.5^10X
2020/4/21 上午 10:04:46	2817.55	4677.98	56	1.5^10X
2020/4/21 上午 10:04:47	2817.05	4681.99	57	1.5^10X
2020/4/21 上午 10:04:48	2861.78	4766.91	57	1.5^10X
2020/4/21 上午 10:04:49	2862.28	4767.4	58	1.5^10X
2020/4/21 上午 10:04:50	2883.12	4781.77	58	1.5^10X
2020/4/21 上午 10:04:51	2914.91	4841.91	58	1.5^10X
2020/4/21 上午 10:04:52	2907.95	4832.42	58	1.5^10X
2020/4/21 上午 10:04:53	2914.91	4850.3	59	1.5^10X
2020/4/21 上午 10:04:54	2955.16	4881.6	59	1.5^10X
2020/4/21 上午 10:04:55	2962.12	4933.74	60	1.5^10X
2020/4/21 上午 10:04:56	3017.76	5005.78	61	1.5^10X
2020/4/21 上午 10:04:57	3033.17	5060.94	61	1.5^10X
2020/4/21 上午 10:04:58	3061.51	5101.12	61	1.5^10X
2020/4/21 上午 10:04:59	3055.53	5086.26	62	1.5^10X
2020/4/21 上午 10:05:00	3061.51	5088.24	62	1.5^10X
2020/4/21 上午 10:05:01	3119.62	5171.68	63	1.5^10X
2020/4/21 上午 10:05:02	3135.03	5210.88	63	1.5^10X
2020/4/21 上午 10:05:03	3162.83	5269	63	1.5^10X
2020/4/21 上午 10:05:04	3162.33	5268.5	64	1.5^10X
2020/4/21 上午 10:05:05	3190.18	5272.5	65	1.5^10X
2020/4/21 上午 10:05:06	3220	5369.82	65	1.5^10X
2020/4/21 上午 10:05:07	3262.22	5435.39	65	1.5^10X
2020/4/21 上午 10:05:08	3262.71	5435.88	65	1.5^10X
2020/4/21 上午 10:05:09	3268.69	5430.89	65	1.5^10X
2020/4/21 上午 10:05:11	3267.7	5426.95	66	1.5^10X
2020/4/21 上午 10:05:11	3316.88	5519.82	66	1.5^10X
2020/4/21 上午 10:05:12	3317.37	5520.81	66	1.5^10X
2020/4/21 上午 10:05:13	3310.9	5511.38	66	1.5^10X
2020/4/21 上午 10:05:14	3314.36	5515.38	67	1.5^10X
2020/4/21 上午 10:05:16	3336.73	5545.15	67	1.5^10X
2020/4/21 上午 10:05:17	3372.52	5604.25	68	1.5^10X
2020/4/21 上午 10:05:18	3406.3	5672.29	68	1.5^10X
2020/4/21 上午 10:05:18	3414.24	5689.17	68	1.5^10X
2020/4/21 上午 10:05:20	3414.24	5667.85	69	1.5^10X
2020/4/21 上午 10:05:20	3471.87	5766.15	70	1.5^10X
2020/4/21 上午 10:05:22	3489.25	5783.03	70	1.5^10X
2020/4/21 上午 10:05:23	3517.09	5854.58	71	1.5^10X
2020/4/21 上午 10:05:24	3555.85	5881.39	71	1.5^10X
2020/4/21 上午 10:05:25	3566.77	5935.01	71	1.5^10X
2020/4/21 上午 10:05:26	3565.28	5925.58	71	1.5^10X
2020/4/21 上午 10:05:27	3573.23	5937.53	72	1.5^10X
2020/4/21 上午 10:05:28	3622.9	6021.41	72	1.5^10X
2020/4/21 上午 10:05:29	3614.46	6020.92	73	1.5^10X
2020/4/21 上午 10:05:30	3614.96	6012.97	73	1.5^10X
2020/4/21 上午 10:05:31	3673.61	6099.43	73	1.5^10X
2020/4/21 上午 10:05:32	3668.13	6090.98	73	1.5^10X
2020/4/21 上午 10:05:33	3665.66	6105.4	74	1.5^10X
2020/4/21 上午 10:05:34	3716.32	6173.93	74	1.5^10X
2020/4/21 上午 10:05:35	3721.31	6179.85	75	1.5^10X
2020/4/21 上午 10:05:36	3721.31	6190.82	75	1.5^10X
2020/4/21 上午 10:05:37	3772.96	6276.24	76	1.5^10X
2020/4/21 上午 10:05:38	3773.45	6306.99	76	1.5^10X
2020/4/21 上午 10:05:39	3819.17	6349.21	76	1.5^10X
2020/4/21 上午 10:05:40	3816.7	6335.34	77	1.5^10X
2020/4/21 上午 10:05:41	3828.6	6358.69	77	1.5^10X
2020/4/21 上午 10:05:42	3878.27	6440.6	78	1.5^10X
2020/4/21 上午 10:05:43	3889.73	6432.65	78	1.5^10X
2020/4/21 上午 10:05:44	3920	6523.06	79	1.5^10X
2020/4/21 上午 10:05:45	3940.88	6527.01	79	1.5^10X
2020/4/21 上午 10:05:46	3979.15	6610.45	79	1.5^10X
2020/4/21 上午 10:05:47	3963.25	6588.14	80	1.5^10X
2020/4/21 上午 10:05:48	3980.63	6607.98	80	1.5^10X
2020/4/21 上午 10:05:49	4022.84	6692.41	81	1.5^10X
2020/4/21 上午 10:05:50	4071.08	6774.87	81	1.5^10X
2020/4/21 上午 10:05:52	4074.54	6764.95	82	1.5^10X
2020/4/21 上午 10:05:53	4074.05	6768.4	82	1.5^10X
2020/4/21 上午 10:05:54	4118.24	6859.79	83	1.5^10X
2020/4/21 上午 10:05:55	4118.24	6859.79	83	1.5^10X
2020/4/21 上午 10:05:56	4177.39	6941.26	84	1.5^10X
2020/4/21 上午 10:05:57	4177.88	6934.79	84	1.5^10X
2020/4/21 上午 10:05:58	4217.63	7020.7	84	1.5^10X
2020/4/21 上午 10:05:59	4217.63	7019.22	84	1.5^10X
2020/4/21 上午 10:06:00	4227.55	7026.68	85	1.5^10X
2020/4/21 上午 10:06:01	4228.54	7020.21	85	1.5^10X
2020/4/21 上午 10:06:02	4266.31	7103.65	86	1.5^10X
2020/4/21 上午 10:06:03	4316.03	7195.54	86	1.5^10X
2020/4/21 上午 10:06:04	4321.46	7195.54	86	1.5^10X
2020/4/21 上午 10:06:05	4323.93	7177.17	87	1.5^10X
2020/4/21 上午 10:06:06	4348.28	7189.13	88	1.5^10X
2020/4/21 上午 10:06:07	4372.62	7276.02	88	1.5^10X
2020/4/21 上午 10:06:08	4423.32	7353.98	89	1.5^10X
2020/4/21 上午 10:06:09	4429.3	7412.1	89	1.5^10X
2020/4/21 上午 10:06:17	4562.96	7612.21	92	1.5^10X
2020/4/21 上午 10:06:14	4549.03	7517.36	91	1.5^10X
2020/4/21 上午 10:06:11	4476.95	7417.03	90	1.5^10X
